Seizoen,Datum,Thuisclub,Uitclub,Thuisscore,Uitscore
1975-1976,1975-10-19,FC Den Haag,PSV,4,1
1975-1976,1975-10-19,FC Twente `65,Feyenoord,2,0
1975-1976,1975-10-19,MVV,NEC,2,3
1975-1976,1975-10-19,NAC,Roda JC,0,3
1975-1976,1975-10-19,Sparta,AZ `67,1,1
1975-1976,1975-10-19,Telstar,FC Amsterdam,0,3
1975-1976,1975-10-26,AZ `67,Excelsior,2,0
1975-1976,1975-10-26,De Graafschap,FC Den Haag,2,2
1975-1976,1975-10-26,FC Amsterdam,Ajax,0,2
1975-1976,1975-10-26,FC Utrecht,Sparta,4,2
1975-1976,1975-10-26,Feyenoord,Telstar,3,1
1975-1976,1975-10-26,MVV,NAC,2,0
1975-1976,1975-10-26,NEC,Eindhoven,0,0
1975-1976,1975-10-26,PSV,Roda JC,0,0
1975-1976,1975-11-02,Ajax,Feyenoord,6,0
1975-1976,1975-11-02,Eindhoven,MVV,1,0
1975-1976,1975-11-02,Excelsior,FC Utrecht,0,1
1975-1976,1975-11-02,FC Den Haag,AZ `67,3,0
1975-1976,1975-11-02,FC Twente `65,NEC,0,0
1975-1976,1975-11-02,NAC,PSV,1,1
1975-1976,1975-11-02,Roda JC,De Graafschap,3,3
1975-1976,1975-11-02,Sparta,FC Amsterdam,2,1
1975-1976,1975-11-02,Telstar,Go Ahead Eagles,1,1
1975-1976,1975-11-05,Go Ahead Eagles,FC Twente `65,1,0
1975-1976,1975-11-09,AZ `67,Roda JC,3,0
1975-1976,1975-11-09,De Graafschap,PSV,2,4
1975-1976,1975-11-09,Eindhoven,NAC,2,3
1975-1976,1975-11-09,FC Amsterdam,Excelsior,0,0
1975-1976,1975-11-09,FC Utrecht,FC Den Haag,2,3
1975-1976,1975-11-09,Feyenoord,Sparta,1,1
1975-1976,1975-11-09,Go Ahead Eagles,Ajax,1,2
1975-1976,1975-11-09,MVV,FC Twente `65,2,1
1975-1976,1975-11-09,NEC,Telstar,3,1
1975-1976,1975-11-16,Ajax,NEC,6,3
1975-1976,1975-11-16,Excelsior,Feyenoord,1,4
1975-1976,1975-11-16,FC Den Haag,FC Amsterdam,5,1
1975-1976,1975-11-16,FC Twente `65,Eindhoven,3,1
1975-1976,1975-11-16,NAC,De Graafschap,1,0
1975-1976,1975-11-16,PSV,AZ `67,6,1
1975-1976,1975-11-16,Roda JC,FC Utrecht,0,0
1975-1976,1975-11-16,Sparta,Go Ahead Eagles,1,1
1975-1976,1975-11-16,Telstar,MVV,4,0
1975-1976,1975-11-30,AZ `67,De Graafschap,5,1
1975-1976,1975-11-30,Eindhoven,Telstar,0,0
1975-1976,1975-11-30,FC Amsterdam,Roda JC,0,1
1975-1976,1975-11-30,FC Twente `65,NAC,3,0
1975-1976,1975-11-30,FC Utrecht,PSV,1,3
1975-1976,1975-11-30,Feyenoord,FC Den Haag,4,1
1975-1976,1975-11-30,Go Ahead Eagles,Excelsior,0,2
1975-1976,1975-11-30,MVV,Ajax,1,1
1975-1976,1975-11-30,NEC,Sparta,0,0
1975-1976,1975-12-14,Ajax,Eindhoven,2,0
1975-1976,1975-12-14,De Graafschap,FC Utrecht,4,1
1975-1976,1975-12-14,Excelsior,NEC,0,0
1975-1976,1975-12-14,FC Den Haag,Go Ahead Eagles,5,1
1975-1976,1975-12-14,NAC,AZ `67,0,2
1975-1976,1975-12-14,PSV,FC Amsterdam,3,1
1975-1976,1975-12-14,Roda JC,Feyenoord,4,2
1975-1976,1975-12-14,Sparta,MVV,2,1
1975-1976,1975-12-14,Telstar,FC Twente `65,1,2
1975-1976,1975-12-21,Eindhoven,Sparta,1,1
1975-1976,1975-12-21,FC Amsterdam,De Graafschap,1,0
1975-1976,1975-12-21,Feyenoord,PSV,1,0
1975-1976,1975-12-21,MVV,Excelsior,1,0
1975-1976,1975-12-21,NEC,FC Den Haag,2,1
1975-1976,1975-12-21,Telstar,NAC,2,0
1975-1976,1976-01-04,Ajax,Telstar,2,1
1975-1976,1976-01-04,AZ `67,FC Amsterdam,2,1
1975-1976,1976-01-04,De Graafschap,Feyenoord,0,1
1975-1976,1976-01-04,Excelsior,Eindhoven,2,1
1975-1976,1976-01-04,FC Den Haag,MVV,1,0
1975-1976,1976-01-04,FC Utrecht,NAC,1,1
1975-1976,1976-01-04,PSV,Go Ahead Eagles,2,1
1975-1976,1976-01-04,Roda JC,NEC,2,3
1975-1976,1976-01-04,Sparta,FC Twente `65,1,1
1975-1976,1976-01-11,Ajax,Sparta,2,0
1975-1976,1976-01-11,Eindhoven,Roda JC,0,1
1975-1976,1976-01-11,FC Twente `65,FC Den Haag,2,0
1975-1976,1976-01-11,Feyenoord,FC Utrecht,3,1
1975-1976,1976-01-11,Go Ahead Eagles,AZ `67,1,1
1975-1976,1976-01-11,MVV,PSV,1,6
1975-1976,1976-01-11,NAC,FC Amsterdam,1,3
1975-1976,1976-01-11,NEC,De Graafschap,0,0
1975-1976,1976-01-11,Telstar,Excelsior,2,0
1975-1976,1976-01-18,AZ `67,NEC,0,1
1975-1976,1976-01-18,De Graafschap,MVV,5,1
1975-1976,1976-01-18,Excelsior,Ajax,0,2
1975-1976,1976-01-18,FC Amsterdam,Feyenoord,1,2
1975-1976,1976-01-18,FC Den Haag,Telstar,0,0
1975-1976,1976-01-18,FC Utrecht,Go Ahead Eagles,1,4
1975-1976,1976-01-18,PSV,Eindhoven,2,1
1975-1976,1976-01-18,Roda JC,FC Twente `65,0,0
1975-1976,1976-01-18,Sparta,NAC,2,1
1975-1976,1976-01-25,Ajax,FC Den Haag,0,0
1975-1976,1976-01-25,Eindhoven,De Graafschap,1,1
1975-1976,1976-01-25,FC Twente `65,PSV,2,0
1975-1976,1976-01-25,Go Ahead Eagles,FC Amsterdam,1,1
1975-1976,1976-01-25,MVV,AZ `67,3,0
1975-1976,1976-01-25,NAC,Feyenoord,2,2
1975-1976,1976-01-25,NEC,FC Utrecht,0,0
1975-1976,1976-01-25,Sparta,Excelsior,0,1
1975-1976,1976-01-25,Telstar,Roda JC,0,0
1975-1976,1976-02-08,FC Utrecht,AZ `67,1,0
1975-1976,1976-02-15,AZ `67,Telstar,1,1
1975-1976,1976-02-15,De Graafschap,Ajax,2,1
1975-1976,1976-02-15,FC Amsterdam,Eindhoven,3,4
1975-1976,1976-02-15,FC Den Haag,NAC,5,0
1975-1976,1976-02-15,FC Utrecht,FC Twente `65,0,1
1975-1976,1976-02-15,Feyenoord,MVV,2,0
1975-1976,1976-02-15,Go Ahead Eagles,NEC,0,1
1975-1976,1976-02-15,PSV,Sparta,3,0
1975-1976,1976-02-15,Roda JC,Excelsior,0,1
1975-1976,1976-02-18,FC Twente `65,Ajax,3,0
1975-1976,1976-02-22,Ajax,AZ `67,2,0
1975-1976,1976-02-22,Eindhoven,Feyenoord,0,0
1975-1976,1976-02-22,Excelsior,PSV,0,2
1975-1976,1976-02-22,FC Den Haag,Roda JC,2,1
1975-1976,1976-02-22,FC Twente `65,FC Amsterdam,3,1
1975-1976,1976-02-22,MVV,Go Ahead Eagles,1,2
1975-1976,1976-02-22,NAC,NEC,0,2
1975-1976,1976-02-22,Sparta,De Graafschap,0,1
1975-1976,1976-02-22,Telstar,FC Utrecht,0,1
1975-1976,1976-02-25,Go Ahead Eagles,Roda JC,1,1
1975-1976,1976-03-07,AZ `67,Sparta,2,0
1975-1976,1976-03-07,De Graafschap,Excelsior,1,0
1975-1976,1976-03-07,FC Amsterdam,Telstar,0,0
1975-1976,1976-03-07,FC Utrecht,Ajax,1,1
1975-1976,1976-03-07,Feyenoord,FC Twente `65,3,0
1975-1976,1976-03-07,Go Ahead Eagles,Eindhoven,2,1
1975-1976,1976-03-07,NEC,MVV,1,0
1975-1976,1976-03-07,PSV,FC Den Haag,2,0
1975-1976,1976-03-07,Roda JC,NAC,3,0
1975-1976,1976-03-14,Ajax,FC Amsterdam,2,0
1975-1976,1976-03-14,Eindhoven,NEC,1,0
1975-1976,1976-03-14,Excelsior,AZ `67,0,1
1975-1976,1976-03-14,FC Den Haag,De Graafschap,6,1
1975-1976,1976-03-14,FC Twente `65,Go Ahead Eagles,4,1
1975-1976,1976-03-14,NAC,MVV,2,1
1975-1976,1976-03-14,Roda JC,PSV,0,1
1975-1976,1976-03-14,Sparta,FC Utrecht,0,0
1975-1976,1976-03-14,Telstar,Feyenoord,1,2
1975-1976,1976-03-21,AZ `67,Eindhoven,2,0
1975-1976,1976-03-21,De Graafschap,FC Twente `65,1,1
1975-1976,1976-03-21,Excelsior,NAC,0,2
1975-1976,1976-03-21,FC Amsterdam,NEC,1,1
1975-1976,1976-03-21,FC Den Haag,Sparta,1,0
1975-1976,1976-03-21,FC Utrecht,MVV,2,1
1975-1976,1976-03-21,Feyenoord,Go Ahead Eagles,4,2
1975-1976,1976-03-21,PSV,Telstar,6,1
1975-1976,1976-03-21,Roda JC,Ajax,0,0
1975-1976,1976-03-28,Ajax,PSV,1,3
1975-1976,1976-03-28,Eindhoven,FC Utrecht,3,3
1975-1976,1976-03-28,Excelsior,FC Den Haag,0,1
1975-1976,1976-03-28,FC Twente `65,AZ `67,2,2
1975-1976,1976-03-28,MVV,FC Amsterdam,2,1
1975-1976,1976-03-28,NAC,Go Ahead Eagles,3,1
1975-1976,1976-03-28,NEC,Feyenoord,1,1
1975-1976,1976-03-28,Sparta,Roda JC,1,1
1975-1976,1976-03-28,Telstar,De Graafschap,2,1
1975-1976,1976-04-04,AZ `67,FC Den Haag,4,3
1975-1976,1976-04-04,De Graafschap,Roda JC,0,0
1975-1976,1976-04-04,FC Amsterdam,Sparta,0,1
1975-1976,1976-04-04,FC Utrecht,Excelsior,2,1
1975-1976,1976-04-04,Feyenoord,Ajax,4,1
1975-1976,1976-04-04,Go Ahead Eagles,Telstar,0,0
1975-1976,1976-04-04,MVV,Eindhoven,1,1
1975-1976,1976-04-04,NEC,FC Twente `65,0,0
1975-1976,1976-04-04,PSV,NAC,4,0
1975-1976,1976-04-11,Ajax,Go Ahead Eagles,4,1
1975-1976,1976-04-11,Excelsior,FC Amsterdam,1,1
1975-1976,1976-04-11,FC Den Haag,FC Utrecht,0,0
1975-1976,1976-04-11,FC Twente `65,MVV,5,0
1975-1976,1976-04-11,NAC,Eindhoven,2,0
1975-1976,1976-04-11,PSV,De Graafschap,0,0
1975-1976,1976-04-11,Roda JC,AZ `67,1,0
1975-1976,1976-04-11,Sparta,Feyenoord,0,2
1975-1976,1976-04-11,Telstar,NEC,1,1
1975-1976,1976-04-17,Eindhoven,FC Den Haag,2,4
1975-1976,1976-04-17,FC Amsterdam,FC Utrecht,2,0
1975-1976,1976-04-17,FC Twente `65,Excelsior,4,0
1975-1976,1976-04-17,Feyenoord,AZ `67,3,2
1975-1976,1976-04-17,Go Ahead Eagles,De Graafschap,0,0
1975-1976,1976-04-17,MVV,Roda JC,0,2
1975-1976,1976-04-17,NAC,Ajax,0,0
1975-1976,1976-04-17,NEC,PSV,1,4
1975-1976,1976-04-17,Telstar,Sparta,2,2
1975-1976,1976-04-19,Ajax,NAC,5,0
1975-1976,1976-04-19,AZ `67,Feyenoord,1,0
1975-1976,1976-04-19,De Graafschap,Go Ahead Eagles,0,0
1975-1976,1976-04-19,Excelsior,FC Twente `65,4,2
1975-1976,1976-04-19,FC Den Haag,Eindhoven,6,0
1975-1976,1976-04-19,FC Utrecht,FC Amsterdam,1,0
1975-1976,1976-04-19,PSV,NEC,1,0
1975-1976,1976-04-19,Roda JC,MVV,2,0
1975-1976,1976-04-19,Sparta,Telstar,1,2
1975-1976,1976-05-02,AZ `67,PSV,1,0
1975-1976,1976-05-02,De Graafschap,NAC,0,0
1975-1976,1976-05-02,Eindhoven,FC Twente `65,0,1
1975-1976,1976-05-02,FC Amsterdam,FC Den Haag,3,1
1975-1976,1976-05-02,FC Utrecht,Roda JC,0,1
1975-1976,1976-05-02,Feyenoord,Excelsior,4,2
1975-1976,1976-05-02,Go Ahead Eagles,Sparta,2,2
1975-1976,1976-05-02,MVV,Telstar,1,1
1975-1976,1976-05-02,NEC,Ajax,1,2
1975-1976,1976-05-09,Ajax,MVV,2,0
1975-1976,1976-05-09,De Graafschap,AZ `67,2,3
1975-1976,1976-05-09,Excelsior,Go Ahead Eagles,0,5
1975-1976,1976-05-09,FC Den Haag,Feyenoord,1,8
1975-1976,1976-05-09,NAC,FC Twente `65,1,0
1975-1976,1976-05-09,PSV,FC Utrecht,3,0
1975-1976,1976-05-09,Roda JC,FC Amsterdam,2,1
1975-1976,1976-05-09,Sparta,NEC,2,1
1975-1976,1976-05-09,Telstar,Eindhoven,0,2
1975-1976,1976-05-16,AZ `67,NAC,1,1
1975-1976,1976-05-16,Eindhoven,Ajax,2,3
1975-1976,1976-05-16,FC Amsterdam,PSV,0,2
1975-1976,1976-05-16,FC Twente `65,Telstar,1,0
1975-1976,1976-05-16,FC Utrecht,De Graafschap,3,0
1975-1976,1976-05-16,Feyenoord,Roda JC,3,0
1975-1976,1976-05-16,Go Ahead Eagles,FC Den Haag,1,0
1975-1976,1976-05-16,MVV,Sparta,1,0
1975-1976,1976-05-16,NEC,Excelsior,1,1
1975-1976,1976-05-30,Ajax,FC Twente `65,5,3
1975-1976,1976-05-30,AZ `67,FC Utrecht,1,0
1975-1976,1976-05-30,De Graafschap,FC Amsterdam,2,2
1975-1976,1976-05-30,Excelsior,MVV,2,0
1975-1976,1976-05-30,FC Den Haag,NEC,2,1
1975-1976,1976-05-30,NAC,Telstar,1,0
1975-1976,1976-05-30,PSV,Feyenoord,4,1
1975-1976,1976-05-30,Roda JC,Go Ahead Eagles,1,1
1975-1976,1976-05-30,Sparta,Eindhoven,0,1
1975-1976,1976-06-07,Eindhoven,Excelsior,2,1
1975-1976,1976-06-07,FC Amsterdam,AZ `67,0,0
1975-1976,1976-06-07,FC Twente `65,Sparta,1,1
1975-1976,1976-06-07,Feyenoord,De Graafschap,8,0
1975-1976,1976-06-07,Go Ahead Eagles,PSV,1,1
1975-1976,1976-06-07,MVV,FC Den Haag,2,2
1975-1976,1976-06-07,NAC,FC Utrecht,0,1
1975-1976,1976-06-07,NEC,Roda JC,4,1
1975-1976,1976-06-07,Telstar,Ajax,1,1
1976-1977,1976-08-22,Ajax,De Graafschap,1,0
1976-1977,1976-08-22,Eindhoven,PSV,2,2
1976-1977,1976-08-22,FC Den Haag,Haarlem,2,1
1976-1977,1976-08-22,FC Twente `65,FC Amsterdam,4,0
1976-1977,1976-08-22,FC Utrecht,Feyenoord,0,2
1976-1977,1976-08-22,FC VVV,Roda JC,1,2
1976-1977,1976-08-22,NAC,NEC,1,0
1976-1977,1976-08-22,Sparta,AZ `67,1,1
1976-1977,1976-08-22,Telstar,Go Ahead Eagles,0,1
1976-1977,1976-08-25,AZ `67,Ajax,0,3
1976-1977,1976-08-25,De Graafschap,NAC,3,1
1976-1977,1976-08-25,FC Amsterdam,FC Utrecht,2,2
1976-1977,1976-08-25,Feyenoord,Telstar,3,1
1976-1977,1976-08-25,Go Ahead Eagles,Eindhoven,0,0
1976-1977,1976-08-25,Haarlem,Sparta,4,0
1976-1977,1976-08-25,NEC,FC VVV,7,1
1976-1977,1976-08-25,PSV,FC Den Haag,1,1
1976-1977,1976-08-25,Roda JC,FC Twente `65,1,0
1976-1977,1976-08-29,AZ `67,NAC,4,1
1976-1977,1976-08-29,De Graafschap,FC VVV,0,1
1976-1977,1976-08-29,FC Amsterdam,Telstar,1,1
1976-1977,1976-08-29,FC Den Haag,Eindhoven,1,1
1976-1977,1976-08-29,Feyenoord,Go Ahead Eagles,3,1
1976-1977,1976-08-29,Haarlem,Ajax,2,0
1976-1977,1976-08-29,NEC,FC Twente `65,4,0
1976-1977,1976-08-29,PSV,Sparta,2,0
1976-1977,1976-08-29,Roda JC,FC Utrecht,1,1
1976-1977,1976-09-01,Ajax,PSV,1,0
1976-1977,1976-09-01,Eindhoven,Feyenoord,0,4
1976-1977,1976-09-01,FC Twente `65,De Graafschap,0,0
1976-1977,1976-09-01,FC Utrecht,NEC,2,1
1976-1977,1976-09-01,FC VVV,AZ `67,1,0
1976-1977,1976-09-01,Go Ahead Eagles,FC Amsterdam,1,1
1976-1977,1976-09-01,NAC,Haarlem,2,0
1976-1977,1976-09-01,Sparta,FC Den Haag,1,0
1976-1977,1976-09-01,Telstar,Roda JC,0,2
1976-1977,1976-09-05,AZ `67,FC Twente `65,3,0
1976-1977,1976-09-05,De Graafschap,FC Utrecht,2,1
1976-1977,1976-09-05,FC Amsterdam,Feyenoord,1,2
1976-1977,1976-09-05,FC Den Haag,Ajax,1,2
1976-1977,1976-09-05,Haarlem,FC VVV,1,1
1976-1977,1976-09-05,NEC,Telstar,2,2
1976-1977,1976-09-05,PSV,NAC,5,1
1976-1977,1976-09-05,Roda JC,Go Ahead Eagles,4,1
1976-1977,1976-09-05,Sparta,Eindhoven,3,0
1976-1977,1976-09-12,Ajax,Sparta,1,3
1976-1977,1976-09-12,Eindhoven,FC Amsterdam,3,0
1976-1977,1976-09-12,FC Twente `65,Haarlem,0,1
1976-1977,1976-09-12,FC Utrecht,AZ `67,3,2
1976-1977,1976-09-12,FC VVV,PSV,2,0
1976-1977,1976-09-12,Feyenoord,Roda JC,0,2
1976-1977,1976-09-12,Go Ahead Eagles,NEC,3,1
1976-1977,1976-09-12,NAC,FC Den Haag,1,0
1976-1977,1976-09-12,Telstar,De Graafschap,2,1
1976-1977,1976-09-19,Ajax,Eindhoven,3,2
1976-1977,1976-09-19,AZ `67,Telstar,5,1
1976-1977,1976-09-19,De Graafschap,Go Ahead Eagles,1,2
1976-1977,1976-09-19,FC Den Haag,FC VVV,3,1
1976-1977,1976-09-19,Haarlem,FC Utrecht,3,0
1976-1977,1976-09-19,NEC,Feyenoord,1,3
1976-1977,1976-09-19,PSV,FC Twente `65,3,0
1976-1977,1976-09-19,Roda JC,FC Amsterdam,3,0
1976-1977,1976-09-19,Sparta,NAC,3,3
1976-1977,1976-09-26,Eindhoven,Roda JC,0,0
1976-1977,1976-09-26,FC Amsterdam,NEC,2,2
1976-1977,1976-09-26,FC Twente `65,FC Den Haag,1,1
1976-1977,1976-09-26,FC Utrecht,PSV,1,0
1976-1977,1976-09-26,FC VVV,Sparta,1,2
1976-1977,1976-09-26,Feyenoord,De Graafschap,5,0
1976-1977,1976-09-26,Go Ahead Eagles,AZ `67,1,1
1976-1977,1976-09-26,NAC,Ajax,0,1
1976-1977,1976-09-26,Telstar,Haarlem,0,1
1976-1977,1976-10-03,Ajax,FC VVV,1,0
1976-1977,1976-10-03,AZ `67,Feyenoord,1,1
1976-1977,1976-10-03,De Graafschap,FC Amsterdam,1,5
1976-1977,1976-10-03,FC Den Haag,FC Utrecht,0,3
1976-1977,1976-10-03,Haarlem,Go Ahead Eagles,0,0
1976-1977,1976-10-03,NAC,Eindhoven,4,1
1976-1977,1976-10-03,NEC,Roda JC,0,0
1976-1977,1976-10-03,PSV,Telstar,5,2
1976-1977,1976-10-03,Sparta,FC Twente `65,1,1
1976-1977,1976-10-17,Eindhoven,NEC,3,1
1976-1977,1976-10-17,FC Amsterdam,AZ `67,2,6
1976-1977,1976-10-17,FC Twente `65,Ajax,1,2
1976-1977,1976-10-17,FC Utrecht,Sparta,1,0
1976-1977,1976-10-17,FC VVV,NAC,1,1
1976-1977,1976-10-17,Feyenoord,Haarlem,7,0
1976-1977,1976-10-17,Go Ahead Eagles,PSV,2,5
1976-1977,1976-10-17,Roda JC,De Graafschap,3,0
1976-1977,1976-10-17,Telstar,FC Den Haag,3,1
1976-1977,1976-10-24,Ajax,FC Utrecht,7,0
1976-1977,1976-10-24,AZ `67,Roda JC,2,1
1976-1977,1976-10-24,De Graafschap,NEC,3,0
1976-1977,1976-10-24,FC Den Haag,Go Ahead Eagles,8,2
1976-1977,1976-10-24,FC VVV,Eindhoven,0,0
1976-1977,1976-10-24,Haarlem,FC Amsterdam,3,1
1976-1977,1976-10-24,NAC,FC Twente `65,3,1
1976-1977,1976-10-24,PSV,Feyenoord,2,3
1976-1977,1976-10-24,Sparta,Telstar,3,1
1976-1977,1976-10-31,Eindhoven,De Graafschap,1,0
1976-1977,1976-10-31,FC Amsterdam,PSV,0,0
1976-1977,1976-10-31,FC Twente `65,FC VVV,3,1
1976-1977,1976-10-31,FC Utrecht,NAC,3,1
1976-1977,1976-10-31,Feyenoord,FC Den Haag,3,2
1976-1977,1976-10-31,Go Ahead Eagles,Sparta,3,3
1976-1977,1976-10-31,NEC,AZ `67,1,1
1976-1977,1976-10-31,Roda JC,Haarlem,1,1
1976-1977,1976-10-31,Telstar,Ajax,0,0
1976-1977,1976-11-07,Ajax,Go Ahead Eagles,4,0
1976-1977,1976-11-07,AZ `67,De Graafschap,4,1
1976-1977,1976-11-07,FC Den Haag,FC Amsterdam,3,0
1976-1977,1976-11-07,FC Twente `65,Eindhoven,4,0
1976-1977,1976-11-07,FC VVV,FC Utrecht,1,5
1976-1977,1976-11-07,Haarlem,NEC,1,1
1976-1977,1976-11-07,NAC,Telstar,3,1
1976-1977,1976-11-07,PSV,Roda JC,2,1
1976-1977,1976-11-07,Sparta,Feyenoord,1,3
1976-1977,1976-11-14,De Graafschap,Haarlem,2,2
1976-1977,1976-11-14,Eindhoven,AZ `67,0,7
1976-1977,1976-11-14,FC Amsterdam,Sparta,2,2
1976-1977,1976-11-14,FC Utrecht,FC Twente `65,1,0
1976-1977,1976-11-14,Feyenoord,Ajax,1,1
1976-1977,1976-11-14,Go Ahead Eagles,NAC,2,2
1976-1977,1976-11-14,NEC,PSV,0,1
1976-1977,1976-11-14,Roda JC,FC Den Haag,2,2
1976-1977,1976-11-14,Telstar,FC VVV,3,1
1976-1977,1976-11-28,Ajax,FC Amsterdam,1,0
1976-1977,1976-11-28,FC Den Haag,NEC,2,1
1976-1977,1976-11-28,FC Twente `65,Telstar,3,0
1976-1977,1976-11-28,FC Utrecht,Eindhoven,6,1
1976-1977,1976-11-28,FC VVV,Go Ahead Eagles,2,0
1976-1977,1976-11-28,Haarlem,AZ `67,2,1
1976-1977,1976-11-28,NAC,Feyenoord,2,2
1976-1977,1976-11-28,PSV,De Graafschap,1,1
1976-1977,1976-11-28,Sparta,Roda JC,3,1
1976-1977,1976-12-05,De Graafschap,FC Den Haag,0,3
1976-1977,1976-12-05,Eindhoven,Haarlem,2,1
1976-1977,1976-12-05,FC Amsterdam,NAC,1,0
1976-1977,1976-12-05,Go Ahead Eagles,FC Twente `65,1,1
1976-1977,1976-12-05,NEC,Sparta,3,0
1976-1977,1976-12-05,Roda JC,Ajax,2,3
1976-1977,1976-12-05,Telstar,FC Utrecht,1,1
1976-1977,1976-12-12,Ajax,NEC,2,1
1976-1977,1976-12-12,FC Den Haag,AZ `67,2,1
1976-1977,1976-12-12,FC Utrecht,Go Ahead Eagles,3,0
1976-1977,1976-12-12,FC VVV,FC Amsterdam,3,1
1976-1977,1976-12-12,NAC,Roda JC,1,0
1976-1977,1976-12-12,PSV,Haarlem,4,0
1976-1977,1976-12-12,Sparta,De Graafschap,3,0
1976-1977,1976-12-12,Telstar,Eindhoven,3,1
1976-1977,1976-12-19,AZ `67,PSV,4,0
1976-1977,1976-12-19,Feyenoord,FC VVV,1,1
1976-1977,1977-01-09,AZ `67,Sparta,4,0
1976-1977,1977-01-09,De Graafschap,Ajax,0,0
1976-1977,1977-01-09,FC Amsterdam,FC Twente `65,0,1
1976-1977,1977-01-09,Feyenoord,FC Utrecht,5,2
1976-1977,1977-01-09,Go Ahead Eagles,Telstar,3,1
1976-1977,1977-01-09,Haarlem,FC Den Haag,0,0
1976-1977,1977-01-09,NEC,NAC,2,2
1976-1977,1977-01-09,PSV,Eindhoven,3,0
1976-1977,1977-01-09,Roda JC,FC VVV,1,0
1976-1977,1977-01-12,FC Twente `65,Feyenoord,0,1
1976-1977,1977-01-16,Ajax,AZ `67,1,0
1976-1977,1977-01-16,Eindhoven,Go Ahead Eagles,2,2
1976-1977,1977-01-16,FC Den Haag,PSV,0,0
1976-1977,1977-01-16,FC Twente `65,Roda JC,1,0
1976-1977,1977-01-16,FC Utrecht,FC Amsterdam,2,2
1976-1977,1977-01-16,FC VVV,NEC,1,1
1976-1977,1977-01-16,NAC,De Graafschap,1,0
1976-1977,1977-01-16,Sparta,Haarlem,3,1
1976-1977,1977-01-16,Telstar,Feyenoord,1,0
1976-1977,1977-01-23,Ajax,Haarlem,2,0
1976-1977,1977-01-23,Eindhoven,FC Den Haag,1,0
1976-1977,1977-01-23,FC Twente `65,NEC,2,3
1976-1977,1977-01-23,FC Utrecht,Roda JC,2,6
1976-1977,1977-01-23,FC VVV,De Graafschap,1,1
1976-1977,1977-01-23,Go Ahead Eagles,Feyenoord,0,0
1976-1977,1977-01-23,NAC,AZ `67,0,0
1976-1977,1977-01-23,Sparta,PSV,0,2
1976-1977,1977-01-23,Telstar,FC Amsterdam,0,2
1976-1977,1977-01-30,AZ `67,FC VVV,6,0
1976-1977,1977-01-30,De Graafschap,FC Twente `65,0,2
1976-1977,1977-01-30,FC Amsterdam,Go Ahead Eagles,1,2
1976-1977,1977-01-30,FC Den Haag,Sparta,1,1
1976-1977,1977-01-30,Feyenoord,Eindhoven,1,1
1976-1977,1977-01-30,Haarlem,NAC,0,2
1976-1977,1977-01-30,NEC,FC Utrecht,0,1
1976-1977,1977-01-30,PSV,Ajax,3,1
1976-1977,1977-01-30,Roda JC,Telstar,2,1
1976-1977,1977-02-06,Ajax,FC Den Haag,2,1
1976-1977,1977-02-06,Eindhoven,Sparta,0,0
1976-1977,1977-02-06,FC Twente `65,AZ `67,0,2
1976-1977,1977-02-06,FC Utrecht,De Graafschap,3,2
1976-1977,1977-02-06,FC VVV,Haarlem,0,0
1976-1977,1977-02-06,Feyenoord,FC Amsterdam,0,0
1976-1977,1977-02-06,Go Ahead Eagles,Roda JC,1,2
1976-1977,1977-02-06,NAC,PSV,1,2
1976-1977,1977-02-06,Telstar,NEC,1,1
1976-1977,1977-02-13,AZ `67,FC Utrecht,2,1
1976-1977,1977-02-13,De Graafschap,Telstar,0,0
1976-1977,1977-02-13,FC Amsterdam,Eindhoven,0,0
1976-1977,1977-02-13,FC Den Haag,NAC,4,0
1976-1977,1977-02-13,Haarlem,FC Twente `65,1,2
1976-1977,1977-02-13,NEC,Go Ahead Eagles,2,1
1976-1977,1977-02-13,PSV,FC VVV,1,0
1976-1977,1977-02-13,Roda JC,Feyenoord,1,1
1976-1977,1977-02-13,Sparta,Ajax,0,3
1976-1977,1977-02-27,Eindhoven,Ajax,0,1
1976-1977,1977-02-27,FC Amsterdam,Roda JC,1,2
1976-1977,1977-02-27,FC Twente `65,PSV,1,1
1976-1977,1977-02-27,FC Utrecht,Haarlem,1,0
1976-1977,1977-02-27,FC VVV,FC Den Haag,2,0
1976-1977,1977-02-27,Feyenoord,NEC,2,0
1976-1977,1977-02-27,Go Ahead Eagles,De Graafschap,0,1
1976-1977,1977-02-27,NAC,Sparta,0,0
1976-1977,1977-02-27,Telstar,AZ `67,2,2
1976-1977,1977-03-06,Ajax,NAC,4,0
1976-1977,1977-03-06,AZ `67,Go Ahead Eagles,0,0
1976-1977,1977-03-06,De Graafschap,Feyenoord,2,2
1976-1977,1977-03-06,FC Den Haag,FC Twente `65,1,1
1976-1977,1977-03-06,Haarlem,Telstar,0,1
1976-1977,1977-03-06,NEC,FC Amsterdam,1,1
1976-1977,1977-03-06,PSV,FC Utrecht,3,0
1976-1977,1977-03-06,Roda JC,Eindhoven,2,0
1976-1977,1977-03-06,Sparta,FC VVV,3,2
1976-1977,1977-03-13,Eindhoven,NAC,1,1
1976-1977,1977-03-13,FC Amsterdam,De Graafschap,2,1
1976-1977,1977-03-13,FC Twente `65,Sparta,1,1
1976-1977,1977-03-13,FC Utrecht,FC Den Haag,5,1
